iter	MAE	RMSE
748	0.01823424433	0.02893739778
749	0.0181218518	0.02875807522
750	0.01799241407	0.02860888577
751	0.01790526328	0.02847830542
752	0.01778619113	0.02834146087
753	0.01766084276	0.02816550144
754	0.01755612004	0.02798839031
755	0.01745200465	0.02782948434
756	0.01737270793	0.02769647432
757	0.01732554087	0.02762858943
758	0.01711264432	0.02737693813
759	0.01702256998	0.02721901227
760	0.0169143834	0.02700204077
761	0.01678209329	0.0267917896
762	0.01665385902	0.02652701564
763	0.01660720366	0.02645086271
764	0.01653656876	0.02634684116
765	0.01643730897	0.02620277812
766	0.01633382149	0.02597893314
767	0.01625616394	0.02587219518
768	0.01616184112	0.02577001874
769	0.01608325404	0.02562169707
770	0.01600619831	0.0254936116
771	0.0159172169	0.02536355873
772	0.01583222195	0.02526648303
773	0.01575365254	0.02511113216
774	0.01567910899	0.02496673226
775	0.01564173403	0.02491473098
776	0.01558042098	0.02473973375
777	0.01548406868	0.02463245152
778	0.0153981703	0.02451716697
779	0.0153459002	0.024457711
780	0.01523149689	0.024294691
781	0.01512380041	0.02417716312
782	0.01505936894	0.02403374862
783	0.01498692841	0.02393110663
784	0.01487883988	0.02381077399
785	0.01477426127	0.02371907075
786	0.01471293981	0.02358201969
787	0.01464479319	0.02346672307
788	0.01458633138	0.02339704518
789	0.01449527539	0.02322643255
790	0.01437887655	0.02303091552
791	0.01428059774	0.02288729221
792	0.0142446978	0.02282125571
793	0.01419902534	0.02273947551
794	0.01415315216	0.02267523719
795	0.01405724135	0.02252997742
796	0.01399287755	0.02243964909
797	0.01393618312	0.02235464915
798	0.01388307955	0.0222345113
799	0.0138223027	0.0221460442
800	0.01377204172	0.02205220072
801	0.01367453743	0.02182834984
802	0.0136113839	0.0217386695
803	0.01350120928	0.02159973196
804	0.01345099507	0.02149206212
805	0.01339153909	0.02137136315
806	0.01333405148	0.02126038523
807	0.01324954461	0.02110001886
808	0.01311336839	0.02093492705
809	0.01305295037	0.02077528523
810	0.01300002554	0.02067304802
811	0.01294825287	0.02055931274
812	0.01290965971	0.02047025656
813	0.01282368826	0.02034822539
814	0.01272595936	0.02020777115
815	0.01265617118	0.02008503764
816	0.01262672696	0.02005162232
817	0.01255487745	0.01992970978
818	0.01245299439	0.01975814894
819	0.0123733225	0.01965749567
820	0.01231818137	0.0195694079
821	0.0122485739	0.01945972807
822	0.01215210269	0.01933106882
823	0.01211069366	0.01927530239
824	0.01203653747	0.01917174505
825	0.01196582392	0.01908275
826	0.01190140047	0.01897993906
827	0.01183702875	0.01885598518
828	0.01177079181	0.01876634587
829	0.01172128281	0.01871040529
830	0.01166505155	0.01861375156
831	0.01161381703	0.0185557146
832	0.01150869472	0.01842093387
833	0.01144867396	0.01833887162
834	0.01144031783	0.01829021821
835	0.01140020541	0.01823007439
836	0.01135857428	0.01816761995
837	0.01132348863	0.0181023134
838	0.01128022319	0.01802763676
839	0.01121772791	0.01793731261
840	0.01119243642	0.01787210881
841	0.01112724871	0.01773516795
842	0.01110145821	0.01765510828
843	0.01104260017	0.01758253567
844	0.01096272982	0.01749229556
845	0.01092329355	0.01741636534
846	0.01085773921	0.01735150642
847	0.01078720379	0.0172588703
848	0.01070369016	0.01713959033
849	0.01064182622	0.01704370495
850	0.01060717156	0.01698334351
851	0.01054590414	0.01688700995
852	0.0105009687	0.01680019475
853	0.01043807005	0.01671216086
854	0.01039800598	0.01665413219
855	0.01029892387	0.01655247614
856	0.01023242288	0.01643004613
857	0.01015638439	0.01634351022
858	0.01009768646	0.01626016061
859	0.009988407926	0.01613388991
860	0.009936318031	0.01603282225
861	0.009871031675	0.01592173765
862	0.00981702041	0.01581314155
863	0.009775196678	0.01575293563
864	0.009742763576	0.01570206184
865	0.009698922473	0.01561099727
866	0.009657977111	0.01555812415
867	0.009629904419	0.01550933776
868	0.009586774912	0.01542755077
869	0.009522271513	0.01530723667
870	0.00945321771	0.01520632785
871	0.009405911088	0.01513479557
872	0.009350223453	0.01506370682
873	0.009316210341	0.01499836999
874	0.009281580471	0.01491592793
875	0.009220832865	0.01486036345
876	0.00917351422	0.01479469224
877	0.009132174711	0.01472172285
878	0.009062198219	0.01465619598
879	0.009037726302	0.01460906857
880	0.008986892757	0.01453112354
881	0.008927014878	0.01446033546
882	0.0088775786	0.01440855805
883	0.008826462437	0.01436268118
884	0.008776072536	0.01428235181
885	0.008738572725	0.01422442097
886	0.008658167973	0.01409631341
887	0.008612065065	0.014008794
888	0.008564662096	0.01393203225
889	0.008495649581	0.01383981759
